,timestamp,quantity,price,fee,amount,side
378,2018-07-02 15:50:00,0.01,6999039,0,-69990,0
379,2018-07-02 15:50:00,0.01,6999039,0,-69990,0
380,2018-07-02 15:50:04,0.01,7000438,0,-70004,0
381,2018-07-02 15:50:21,0.4333,6998157,0,-3032301,0
382,2018-07-02 15:54:45,0.0378,7088399,0,267941,1
383,2018-07-02 15:55:12,0.0046,7082629,0,32580,1
384,2018-07-02 16:01:12,0.08,7060466,0,564837,1
385,2018-07-02 16:01:12,0.3232,7060466,0,2281942,1
386,2018-07-02 16:01:17,0.0219,7058162,0,154573,1
387,2018-07-02 16:16:22,1.5,6990711,0,-10486066,0
388,2018-07-02 16:16:22,0.08,6990711,0,-559256,0
389,2018-07-02 16:18:02,0.08,7075374,0,566029,1
390,2018-07-02 16:31:04,0.6512,7100729,0,4623994,1
391,2018-07-02 16:38:21,0.0004,7098347,0,2839,1
392,2018-07-02 16:48:44,0.0778,7094974,0,551988,1
393,2018-07-02 16:57:00,0.4309,7015873,0,-3023139,0
394,2018-07-02 16:59:01,1.03084164,7108968,0,7328220,1
395,2018-07-02 16:59:20,0.0215,7118396,0,153045,1
396,2018-07-02 16:59:47,0.021,7102430,0,149151,1
397,2018-07-02 17:02:21,0.01,7103252,0,71032,1
398,2018-07-02 17:03:03,0.0031,7025562,0,-21779,0
399,2018-07-02 17:08:58,0.1212,7113789,0,862191,1
400,2018-07-02 17:29:47,0.10400000000000001,7029887,0,-731108,0
401,2018-07-02 17:39:11,0.0605,7103190,0,429742,1
402,2018-07-02 17:43:13,0.0435,7100750,0,308882,1
403,2018-07-02 19:22:32,4.0,7024148,0,-28096592,0
404,2018-07-02 19:24:36,0.08,7101196,0,568095,1
405,2018-07-02 19:24:55,0.08,7105863,0,568469,1
406,2018-07-02 19:24:59,0.0063,7095044,0,44698,1
407,2018-07-02 19:24:59,0.021,7095044,0,148995,1
408,2018-07-02 19:25:04,0.0046,7094353,0,32634,1
409,2018-07-02 19:25:16,0.0737,7102886,0,523482,1
410,2018-07-02 19:26:21,0.282,7102827,0,2002997,1
411,2018-07-02 19:32:13,1.27,7103032,0,9020850,1
412,2018-07-02 19:43:57,0.0456,7112325,0,324322,1
413,2018-07-02 19:58:24,0.5184,7089917,0,3675412,1
414,2018-07-02 19:58:24,0.6683,7089917,0,4738191,1
415,2018-07-02 19:58:24,0.0292,7089917,0,207025,1
416,2018-07-02 20:07:59,0.2911,7096278,0,2065726,1
417,2018-07-02 20:07:59,0.0055,7096278,0,39029,1
418,2018-07-02 20:17:03,0.6243,7104351,0,4435246,1
419,2018-07-02 21:13:50,0.0856,7014010,0,-600399,0
420,2018-07-02 21:13:51,0.0856,7014006,0,-600398,0
421,2018-07-02 21:13:51,0.0514,7014006,0,-360519,0
422,2018-07-02 21:16:03,0.0051,7025439,0,-35829,0
423,2018-07-02 21:19:14,0.05,7098317,0,354915,1
424,2018-07-02 22:05:21,0.1777,7104210,0,1262418,1
425,2018-07-02 22:18:36,2.0,7038862,0,-14077724,0
426,2018-07-02 22:24:31,0.4156,7140204,0,2967468,1
427,2018-07-02 22:24:32,0.0432,7144878,0,308658,1
428,2018-07-02 22:24:33,0.02,7141392,0,142827,1
429,2018-07-02 22:24:33,1.5212,7141392,0,10863485,1
430,2018-07-02 22:27:33,4.0,7082462,0,-28329848,0
431,2018-07-02 22:28:32,0.336,7238454,0,2432120,1
432,2018-07-02 22:28:36,0.136,7191889,0,978096,1
433,2018-07-02 22:28:36,0.9279999999999999,7191889,0,6674072,1
434,2018-07-02 22:28:36,0.0018,7191889,0,12945,1
435,2018-07-02 22:29:57,1.205,7309712,0,8808202,1
436,2018-07-02 22:30:25,0.0016,7194814,0,-11511,0
437,2018-07-02 22:30:28,0.9392,7196458,0,-6758913,0
438,2018-07-02 22:30:56,2.334,7332050,0,17113004,1
439,2018-07-02 22:33:06,0.0062,7191787,0,-44589,0
440,2018-07-02 22:34:05,0.0062,7266044,0,45049,1
