timestamp,quantity,price,fee,amount,side
2018-07-01 02:04:44,0.075,7109000,0,-533175,0
2018-07-01 02:05:54,0.075,7112000,0,533400,1
2018-07-01 02:42:54,0.08,7094000,0,-567520,0
2018-07-01 02:44:44,0.0025,7094000,0,17735,1
2018-07-01 02:46:33,0.0775,7094000,0,549785,1
2018-07-01 03:42:06,0.0001,7083000,0,-708,0
2018-07-01 05:36:48,0.131,7099000,0,-929969,0
2018-07-01 05:40:01,0.007,7124000,0,49868,1
2018-07-01 05:40:08,0.006,7131000,0,42786,1
2018-07-01 05:40:53,0.1181,7125000,0,841463,1
2018-07-01 05:56:18,0.6237,7114000,0,-4437002,0
2018-07-01 05:56:25,0.0132,7114000,0,-93905,0
2018-07-01 05:57:11,0.6369,7121000,0,4535365,1
2018-07-01 08:19:36,0.0001,7124000,0,-712,0
2018-07-01 09:08:18,2.2014,7178000,0,-15801649,0
2018-07-01 09:08:19,0.1546,7178000,0,-1109719,0
2018-07-01 09:08:19,0.0322,7178000,0,-231132,0
2018-07-01 09:11:26,0.08,7186000,0,574880,1
2018-07-01 09:11:26,1.6332,7186000,0,11736175,1
2018-07-01 09:12:09,0.6751,7180000,0,4847218,1
2018-07-01 09:17:32,0.012,7171000,0,-86052,0
2018-07-01 09:22:00,0.012,7161000,0,85932,1
2018-07-01 09:36:28,0.0001,7117000,0,-712,0
2018-07-01 09:37:09,0.0049,7113000,0,-34854,0
2018-07-01 09:38:02,0.2489,7119000,0,-1771919,0
2018-07-01 09:39:19,0.0539,7121000,0,383822,1
2018-07-01 09:39:19,0.2,7121000,0,1424200,1
2018-07-01 09:39:41,0.001,7131000,0,-7131,0
2018-07-01 09:42:18,0.02,7119000,0,-142380,0
2018-07-01 09:43:35,0.1191,7123000,0,-848349,0
2018-07-01 09:46:53,0.4943,7129000,0,-3523865,0
2018-07-01 09:46:57,0.016,7129000,0,-114064,0
2018-07-01 09:47:02,0.0055,7130000,0,-39215,0
2018-07-01 09:49:19,0.6559,7133000,0,4678535,1
2018-07-01 09:57:31,0.00661424,7131000,0,-47166,0
2018-07-01 09:58:08,0.0066,7133000,0,47078,1
2018-07-01 10:26:05,0.0313,7065000,0,-221135,0
2018-07-01 10:26:09,0.0066,7074000,0,-46688,0
2018-07-01 10:27:59,0.1238,7071000,0,-875390,0
