timestamp,quantity,price,fee,amount,side
2018-07-02 22:47:41,0.2057,7300000,0,-1501610,0
2018-07-02 22:47:42,2.12509045,7300000,0,-15513160,0
2018-07-02 22:48:16,0.1209,7307000,0,883416,1
2018-07-02 22:48:20,0.1888,7306000,0,1379373,1
2018-07-02 22:48:26,0.403,7306000,0,2944318,1
2018-07-02 22:50:11,0.029,7301000,0,211729,1
2018-07-02 22:50:17,0.2195,7302000,0,1602789,1
2018-07-02 22:52:43,2.7461,7274000,0,19975131,1
2018-07-02 22:52:43,0.3303,7274000,0,2402602,1
2018-07-02 22:53:36,0.0002,7275000,0,1455,1
2018-07-02 22:54:25,0.0565,7262000,0,-410303,0
2018-07-02 22:54:56,0.02600358,7260000,0,188786,1
2018-07-02 22:54:57,0.2801,7260000,0,2033526,1
2018-07-02 22:56:35,0.0001,7257000,0,726,1
2018-07-02 22:57:32,1.1892,7255000,0,-8627646,0
2018-07-02 22:57:46,0.9,7257000,0,6531300,1
2018-07-02 22:57:55,1.0017,7258000,0,7270339,1
2018-07-02 22:58:17,0.2491,7259000,0,-1808217,0
2018-07-02 22:58:22,3.0969,7264000,0,-22495882,0
2018-07-02 22:58:44,0.6365,7270000,0,4627355,1
2018-07-02 22:59:17,0.7981,7278000,0,5808572,1
2018-07-02 22:59:34,0.1111,7279000,0,808697,1
2018-07-02 23:01:41,0.0017,7285000,0,-12385,0
2018-07-02 23:03:36,0.475,7292000,0,-3463700,0
2018-07-02 23:06:34,1.0,7297000,0,-7297000,0
2018-07-02 23:08:09,3.277,7320000,0,23987640,1
2018-07-02 23:11:55,0.2634,7318000,0,-1927561,0
2018-07-02 23:12:09,0.2634,7319000,0,1927825,1
2018-07-02 23:12:58,0.001,7332000,0,-7332,0
2018-07-02 23:12:58,0.0018,7332000,0,-13198,0
2018-07-02 23:13:02,0.0027,7332000,0,-19796,0
2018-07-02 23:13:09,0.1016,7337000,0,-745439,0
2018-07-02 23:13:13,0.06349128,7340000,0,-466026,0
2018-07-02 23:13:13,0.0136,7340000,0,-99824,0
2018-07-02 23:13:17,4.0,7340000,0,-29360000,0
2018-07-02 23:14:18,3.498,7320000,0,25605360,1
2018-07-02 23:14:18,0.0493,7320000,0,360876,1
2018-07-02 23:14:18,0.001,7320000,0,7320,1
2018-07-02 23:14:21,0.6359,7319000,0,4654152,1
2018-07-02 23:15:08,5.0,7331000,0,-36655000,0
2018-07-02 23:16:24,5.0,7330000,0,36650000,1
2018-07-02 23:17:44,0.0126,7341000,0,-92497,0
2018-07-02 23:17:48,0.0218,7342000,0,-160056,0
2018-07-02 23:17:48,0.0199,7342000,0,-146106,0
2018-07-02 23:18:07,0.585,7342000,0,-4295070,0
2018-07-02 23:18:26,0.6393,7340000,0,4692462,1
2018-07-02 23:22:41,0.1237,7294000,0,-902268,0
2018-07-02 23:23:21,0.0091,7296000,0,66394,1
2018-07-02 23:23:59,0.1146,7290000,0,835434,1
2018-07-02 23:27:02,2.07012064,7296000,0,-15103600,0
2018-07-02 23:27:39,0.1579,7304000,0,-1153302,0
2018-07-02 23:27:39,0.0136,7304000,0,-99334,0
2018-07-02 23:27:51,0.0013,7310000,0,9503,1
2018-07-02 23:30:42,2.2403,7301000,0,16356430,1
2018-07-02 23:38:47,1.0,7302000,0,-7302000,0
2018-07-02 23:38:47,0.1,7302000,0,-730200,0
2018-07-02 23:42:53,0.8061,7313000,0,5895009,1
2018-07-02 23:42:53,0.272,7313000,0,1989136,1
2018-07-02 23:42:57,0.0219,7310000,0,160089,1
